Date of Sale,Price,Address,City,State,Country
22/05/2018,275000,"28 CAMOCK, MOUNT BROWN, DUBLIN 8, Dublin 8",Dublin,Leinster,Ireland
22/05/2018,546255.51,"32 Orwell Place, Orwell Woods, Rathgar, Dublin 6",Dublin,Leinster,Ireland
22/05/2018,322500,"APT 11, LUCERNE, 39 CASTLE AVE DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
21/05/2018,700000,"1A NORTHBROOK RD, RANELAGH, DUBLIN 6, Dublin 6",Dublin,Leinster,Ireland
21/05/2018,765000,"7 SHREWSBURY SQ, SANDYMOUNT AVE, DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
18/05/2018,392070.48,"74 Ashfield, Ridgewood, Swords",Dublin,Leinster,Ireland
18/05/2018,238000,"UNIT 11 APT 11, HERBERTON, 26JAMES WALK RIALTO, Dublin 15",Dublin,Leinster,Ireland
17/05/2018,295000,"56 EDENMORE GROVE, RAHENY, DUBLIN 5, Dublin 5",Dublin,Leinster,Ireland
17/05/2018,195000,"APT 3, HEADFORT COURT, 36 37 HILL ST DUBLIN 1, Dublin 1",Dublin,Leinster,Ireland
16/05/2018,237444,"10 Heathfield Walk, Cappagh Road, Finglas, Dublin 11",Dublin,Leinster,Ireland
16/05/2018,162996,"63 Beech House, Silverbanks, Baldoyle",Dublin,Leinster,Ireland
16/05/2018,143000,"89 WHITETHORN DR, PALMERSTOWN, DUBLIN 22, Dublin 22",Dublin,Leinster,Ireland
15/05/2018,280000,"173 TEMPLE GARDENS, NORTHWOOD, SANTRY DUBLIN 9, Dublin 9",Dublin,Leinster,Ireland
15/05/2018,515000,"7 DROMARD TERRACE, SANDYMOUNT, DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
14/05/2018,300000,"10 TOLKA RD, BALLYBOUGH, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
14/05/2018,192500,"28 THE GABLES, GRANGE VIEW, CLONDALKIN DUBLIN 22, Dublin 22",Dublin,Leinster,Ireland
14/05/2018,420000,"63 Stillorgan Gate, Upper Kilmacud Road, Stillorgan",Dublin,Leinster,Ireland
11/05/2018,273127,"34 Tullyhall Drive, Lucan",Dublin,Leinster,Ireland
11/05/2018,190000,"69 KENURE PARK, RUSH, DUBLIN",Dublin,Leinster,Ireland
10/05/2018,475000,"50 LAUREL PARK, CLONDALKIN, DUBLIN 22, Dublin 22",Dublin,Leinster,Ireland
04/05/2018,452000,"10 GRACE PARK, HEIGHTS DRUMCONDRA, DUBLIN 9, Dublin 9",Dublin,Leinster,Ireland
04/05/2018,830000,"39 BEECHWOOD AVE UPPER, DUBLIN 6, DUBLIN, Dublin 6",Dublin,Leinster,Ireland
04/05/2018,458149.8,"67 Ardilea Crescent, Heidelberg, Ardilea, Dublin 14",Dublin,Leinster,Ireland
03/05/2018,257000,"4 WOODBROOK HALL, RIVERWOOD RD, CASTLEKNOCK DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
02/05/2018,310000,"120 SEAPARK, MOUNT PROSPECT AVE, CLONTARF DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
02/05/2018,430000,"3 LISSADALE GROVE, SEABURY, MALAHIDE",Dublin,Leinster,Ireland
26/04/2018,235000,"41 COLEPARK RD, BALLYFERMOT, DUBLIN 10, Dublin 10",Dublin,Leinster,Ireland
25/04/2018,273127.75,"2 HAMPTON GARDENS GROVE, BALBRIGGAN, COUNTY DUBLIN",Dublin,Leinster,Ireland
20/04/2018,395000,"55 BUSHY PARK HOUSE, TEMPLEOGUE RD, TERENURE DUBLIN 6W",Dublin,Leinster,Ireland
19/04/2018,1200000,"171 FORTFIELD RD, TERENURE, DUBLIN 6W",Dublin,Leinster,Ireland
18/04/2018,343612.34,"20 Shackleton Way, Shackleton Park, Lucan",Dublin,Leinster,Ireland
13/04/2018,380000,"APARTMENTS 1ST FLOOR, 125 EAST WALL ROAD, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
08/02/2018,350000,"APARTMENT 1, 73A BLESSINGTON STREET, DUBLIN 7",Dublin,Leinster,Ireland
24/05/2018,980000,"10 ARKENDALE RD, GLENAGEARY, DUBLIN",Dublin,Leinster,Ireland
24/05/2018,190000,"135 BALLYGALL CRESCENT, FINGLAS, DUBLIN 11, Dublin 11",Dublin,Leinster,Ireland
24/05/2018,1300000,"16A BALLSBRIDGE AVE, BALLSBRIDGE, DUBLIN, Dublin 4",Dublin,Leinster,Ireland
24/05/2018,355000,"3 CARMANHALL COURT, SANDYFORD, DUBLIN 18",Dublin,Leinster,Ireland
24/05/2018,620000,"50 NORTH CIRCULAR ROAD, DUBLIN 7, Dublin 7",Dublin,Leinster,Ireland
24/05/2018,170000,"APT 13, BALNAGOWAN, PALMERSTON PARK DUBLIN 6, Dublin 6",Dublin,Leinster,Ireland
23/05/2018,315000,"1 MARLBOROUGH COURT, NORTH CIRCULAR ROAD, DUBLIN 7",Dublin,Leinster,Ireland
23/05/2018,260000,"10 KILCARBERRY AVE, CLONDALKIN, DUBLIN 22, Dublin 22",Dublin,Leinster,Ireland
23/05/2018,290750,"10 The Grove, Hansfield Wood, Hansfield, Dublin 15",Dublin,Leinster,Ireland
23/05/2018,475000,"15 WATERSIDE CRESCENT, SWORDS RD, MALAHIDE",Dublin,Leinster,Ireland
23/05/2018,674174,"18 Broadlands, Ballinclea Road, Killiney",Dublin,Leinster,Ireland
23/05/2018,181000,"19 MOYLARAGH WAY, BALBRIGGAN, DUBLIN",Dublin,Leinster,Ireland
23/05/2018,190000,"21E WILLANS WAY, ONGAR, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
23/05/2018,450000,"25 SANDERLING, THORNWOOD, BOOTERSTOWN AVE",Dublin,Leinster,Ireland
23/05/2018,280000,"27 MANOR HALL, MOUNT BROWN, KILMAINHAM, Dublin 8",Dublin,Leinster,Ireland
23/05/2018,382500,"69 RALAHINE, BALLYBRACK, DUBLIN",Dublin,Leinster,Ireland
23/05/2018,375000,"7 BOROIMHE OAKS, SWORDS, CO DUBLIN",Dublin,Leinster,Ireland
23/05/2018,167400.88,"72 Beech House, Silverbanks, The Coast",Dublin,Leinster,Ireland
22/05/2018,367500,"9 COLECOT, LUSK, DUBLIN",Dublin,Leinster,Ireland
21/05/2018,346000,"18 CENTURY COURT, DUN LAOGHAIRE, CO DUBLIN",Dublin,Leinster,Ireland
21/05/2018,336000,"203 THE MAPLES, GRANGE HALL, BALLINTEER DUBLIN 14, Dublin 14",Dublin,Leinster,Ireland
18/05/2018,215000,"148 CARRIGMORE CRESCENT, CITYWEST, SAGGART, Dublin 24",Dublin,Leinster,Ireland
18/05/2018,995000,"26 NELSON ST, DUBLIN 7, DUBLIN, Dublin 7",Dublin,Leinster,Ireland
17/05/2018,339206,"16 Northwood Green, Santry, Dublin 9",Dublin,Leinster,Ireland
17/05/2018,320000,"30 SANDERLING, BARNAGEERAGH COVE, SKERRIES",Dublin,Leinster,Ireland
17/05/2018,315000,"37 ANNFIELD CRESCEN, CASTLEKNOCK, DUBLIN, Dublin 15",Dublin,Leinster,Ireland
17/05/2018,471366,"Apt 58 Eustace Court, Cualanor, Dunlaoghaire",Dublin,Leinster,Ireland
15/05/2018,360000,"13 SHANDON RD, PHIBSBOROUGH, DUBLIN 7, Dublin 7",Dublin,Leinster,Ireland
15/05/2018,295154.18,"18 PARK VIEW, HANSFIELD WOOD, Dublin 15",Dublin,Leinster,Ireland
15/05/2018,685000,"46 ARNOTT ST, DUBLIN 8, DUBLIN, Dublin 8",Dublin,Leinster,Ireland
14/05/2018,365000,"40 OAK DR, ROYAL OAK, SANTRY DUBLIN 9, Dublin 9",Dublin,Leinster,Ireland
11/05/2018,236000,"240 KILDARE RD, CRUMLIN, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
11/05/2018,281938.3,"25 Shackleton Way, Shackleton Park, Lucan",Dublin,Leinster,Ireland
11/05/2018,660000,"3 LEESON PARK WAY, CHELMSFORD ROAD, RANELAGH",Dublin,Leinster,Ireland
11/05/2018,295000,"4 MORACRETE COTTAGES, CRUMLIN, DUBLIN 12",Dublin,Leinster,Ireland
10/05/2018,375000,"14 FRASCATI HALL, SWEETMANS AVE, BLACKROCK",Dublin,Leinster,Ireland
10/05/2018,675000,"26 SHANGANAGH VALE, CABINTEELY, DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
09/05/2018,615000,"16 MOUNT PROSPECT DRIVE, CLONTARF, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
09/05/2018,355000,"8 NORWOOD, SHANGANAGH RD, BALLYBRACK",Dublin,Leinster,Ireland
08/05/2018,504995,"Apt 60 stillorgan gate, kilmacud, Dublin 14",Dublin,Leinster,Ireland
03/05/2018,510000,"24 LAUDERDALE TERRACE, NEW ROW SOUTH, DUBLIN 8, Dublin 8",Dublin,Leinster,Ireland
02/05/2018,370044.05,"61 Stillorgan Gate, Stillorgan",Dublin,Leinster,Ireland
24/04/2018,559471.37,"14 The Grove, Goatstown Road, Dublin 14, Dublin 14",Dublin,Leinster,Ireland
19/04/2018,273127.75,"26 Muileann Drive, Kettles Lane, Kinsealy",Dublin,Leinster,Ireland
18/04/2018,231277.53,"20 Hampton Gardens Drive, Balbriggan, County Dublin",Dublin,Leinster,Ireland
18/04/2018,265000,"27 BALNAGOWAN, PALMERSTON PARK, DUBLIN 6, Dublin 6",Dublin,Leinster,Ireland
13/04/2018,280000,"17 OLD RECTORY PARK, DUNDRUM, DUBLIN 14, Dublin 14",Dublin,Leinster,Ireland
12/04/2018,1070000,"7 CYPRESS, HAZELDENE, ANGLESEA ROAD",Dublin,Leinster,Ireland
17/02/2018,360000,"21 HAVERTY RD, MARINO, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
13/02/2018,50466.38,"10 BLUEBELL RD, BLUEBELL, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
23/05/2018,137500,"100 THE GATEWAY, BALLYMUN, DUBLIN 11, Dublin 11",Dublin,Leinster,Ireland
23/05/2018,555000,"139 BLACKHORSE AVE, GRANGEGORMAN, DUBLIN 7, Dublin 7",Dublin,Leinster,Ireland
23/05/2018,270000,"15 MILLRACE PARK, SAGGART, DUBLIN, Dublin 24",Dublin,Leinster,Ireland
23/05/2018,256500,"18 ELLENSBOROUGH DOWNS, DUBLIN 24, DUBLIN, Dublin 24",Dublin,Leinster,Ireland
23/05/2018,310000,"28 GRACE OMALLEY DR, HOWTH, DUBLIN, Dublin 13",Dublin,Leinster,Ireland
23/05/2018,275000,"30 MOUNT EUSTACE CRESCENT, TYRRELLSTOWN, DUBLIN CITY, Dublin 15",Dublin,Leinster,Ireland
23/05/2018,261000,"5 HOLYWELL HEIGHTS, SWORDS, DUBLIN",Dublin,Leinster,Ireland
23/05/2018,725000,"8 CHELMSFORD RD, RANELAGH, DUBLIN 6, Dublin 6",Dublin,Leinster,Ireland
22/05/2018,525000,"12 GLENCAIRN RISE, THE GALLOPS, LEOPARDSTOWN DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
22/05/2018,440000,"12 SOMERTON, DONABATE, DUBLIN",Dublin,Leinster,Ireland
22/05/2018,850000,"13 BLACKHEATH PARK, CLONTARF, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
22/05/2018,437000,"43 KIRKPATRICK HOUSE, SPENCER DOCK, IFSC, Dublin 1",Dublin,Leinster,Ireland
22/05/2018,233480,"8 Castleland Park Deive, Balbriggan",Dublin,Leinster,Ireland
21/05/2018,400000,"10 ADAIR, SANDYMOUNT AVE, DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
21/05/2018,745000,"10 KINGSTON CRESCENT, BALLINTEER, DUBLIN 16, Dublin 16",Dublin,Leinster,Ireland
21/05/2018,630000,"11 FORBES QUAY, GRAND CANAL HARBOUR, DUBLIN 2, Dublin 8",Dublin,Leinster,Ireland
21/05/2018,244500,"37 CEDAR LAWN, RIDGEWOOD, SWORDS",Dublin,Leinster,Ireland
21/05/2018,392070.48,"50 Bishops Gate, Enniskerry Road, Kiltiernan, Dublin 18",Dublin,Leinster,Ireland
18/05/2018,507777,"13 BROOKWOOD AVE, ARTANE, DUBLIN 5, Dublin 5",Dublin,Leinster,Ireland
18/05/2018,330000,"17 LIBRARY RD, DUN LAOGHAIRE, DUBLIN",Dublin,Leinster,Ireland
18/05/2018,545000,"22 THE LOCKS, CHARLOTTE QUAY DOCK, DUBLIN 4",Dublin,Leinster,Ireland
18/05/2018,385000,"93 COOLGREENA RD, BEAUMONT, DUBLIN 9, Dublin 9",Dublin,Leinster,Ireland
17/05/2018,430000,"1 ISOLDA ROAD, RINGSEND, DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
17/05/2018,228000,"19 APPLEWOOD CRESCENT, APPLEWOOD, SWORDS",Dublin,Leinster,Ireland
17/05/2018,280000,"26 CASTLELAND PARK VIEW, BALBRIGGAN, DUBLIN",Dublin,Leinster,Ireland
17/05/2018,290748.89,"27 Hollywoodrath Park, Hollystown, Dublin 15",Dublin,Leinster,Ireland
17/05/2018,390000,"53 CHURCH AVE, DRUMCONDRA, DUBLIN 9, Dublin 9",Dublin,Leinster,Ireland
16/05/2018,366000,"11 WOODVILLE WALK, LUCAN, DUBLIN",Dublin,Leinster,Ireland
16/05/2018,375000,"159 COLLINS PARK, DONNYCARNEY, DUBLIN 9, Dublin 9",Dublin,Leinster,Ireland
16/05/2018,308370,"22 Park Terrace North, Belltree, Clongriffin, Dublin 13",Dublin,Leinster,Ireland
16/05/2018,30000,"22 WILFIELD RD, SANDYMOUNT, DUBLIN 4, Dublin 4",Dublin,Leinster,Ireland
15/05/2018,400000,"40 GLENVILLE AVE, BLANCHARDSTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
15/05/2018,310000,"APT 47A, MOLTON HOUSE, CUSTOM HOUSE SQ, Dublin 1",Dublin,Leinster,Ireland
15/05/2018,2050000,"VOEWOOD, HAINAULT RD, FOXROCK DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
14/05/2018,295000,"76A MILLBROOK AVENUE, DUBLIN 13, Dublin 13",Dublin,Leinster,Ireland
12/05/2018,303000,"14 HEATHERVIEW CLOSE, AYLESBURY, OLD BAWN DUBLIN 24, Dublin 24",Dublin,Leinster,Ireland
11/05/2018,299879,"32 King Street, Belltree, Congriffi",Dublin,Leinster,Ireland
10/05/2018,286343.61,"55 Longview Ave, Millers Glen, Swords",Dublin,Leinster,Ireland
09/05/2018,327000,"27 PINEVIEW AVE, AYLESBURY, TALLAGHT DUBLIN 24, Dublin 24",Dublin,Leinster,Ireland
04/05/2018,152500,"4 OSSORY RD, NORTH STRAND, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
03/05/2018,318750,"32 GLENVARA PARK, KNOCKLYON, DUBLIN 16, Dublin 16",Dublin,Leinster,Ireland
30/04/2018,430000,"APT 6 EL PINAR, KILGOBBIN RD, STEPASIDE DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
27/04/2018,1300000,"23 CABRA RD, CABRA, DUBLIN 7, Dublin 7",Dublin,Leinster,Ireland
25/04/2018,815000,"60 ROCWOOD, LEOPARDSTOWN RD, BLACKROCK",Dublin,Leinster,Ireland
24/04/2018,281938.33,"16 Shackleton Way, Shackleton Park, Lucan",Dublin,Leinster,Ireland
18/04/2018,317180.61,"11 Muileann Mews, Kettles Lane, Kinsealy",Dublin,Leinster,Ireland
17/04/2018,283000,"21 DRYNAM GREEN, KINSEALY, DUBLIN",Dublin,Leinster,Ireland
13/04/2018,1145000,"38 HOLLYBROOK RD, CLONTARF, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
10/04/2018,228634,"32 Heathfield Walk, Cappagh Road, Finglas, Dublin 11",Dublin,Leinster,Ireland
06/04/2018,1596000,"37 MT MERRION AVE, BLACKROCK, DUBLIN",Dublin,Leinster,Ireland
22/05/2018,326000,"240 STANNAWAY RD, CRUMLIN, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
22/05/2018,790000,"26 CASTLE GROVE, CLONTARF, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
22/05/2018,410000,"46 ROSEGLEN RD, RAHENY, DUBLIN 5, Dublin 5",Dublin,Leinster,Ireland
22/05/2018,550000,"53 PRIORY WAY, MANOR GROVE, TERENURE, Dublin 12",Dublin,Leinster,Ireland
22/05/2018,135000,"54 CLEARSTREAM COURT, MCKEE AVENUE, FINGLAS, Dublin 11",Dublin,Leinster,Ireland
22/05/2018,675000,"6 KILLINEY GATE, CHURCH RD, KILLINEY",Dublin,Leinster,Ireland
22/05/2018,370000,"78 RAPHOE RD, CRUMLIN, DUBLIN 12, Dublin 12",Dublin,Leinster,Ireland
22/05/2018,225000,"9 FORTFIELD COURT, FORTFIELD RD, TERENURE DUBLIN 6W",Dublin,Leinster,Ireland
21/05/2018,35291767,"1-36(incl)Hampton Wood Square &, 65 - 156 (incl) Hampton Wood Drive, Dublin 11",Dublin,Leinster,Ireland
21/05/2018,440528,"17 Grace Park Close, Grace Park Wood, Grace Park Road, Dublin 9",Dublin,Leinster,Ireland
21/05/2018,525000,"19 GLENBOURNE CLOSE, LEOPARDSTOWN VALLEY, DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
21/05/2018,987500,"24 HOWTH LODGE, HOWTH, CO DUBLIN, Dublin 13",Dublin,Leinster,Ireland
21/05/2018,350000,"27 GRANGE PARK GROVE, DUBLIN 5, DUBLIN, Dublin 5",Dublin,Leinster,Ireland
21/05/2018,497797,"30 Wilkins Court, Limekiln Lane, Greenhills",Dublin,Leinster,Ireland
21/05/2018,258000,"83 EDGEWOOD LAWN, BLANCHARDSTOWN, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
18/05/2018,321000,"31 MASK AVE, ARTANE, DUBLIN 5, Dublin 5",Dublin,Leinster,Ireland
18/05/2018,315000,"35 EARLSFORT PARK, LUCAN, DUBLIN",Dublin,Leinster,Ireland
18/05/2018,550000,"49 GLENBOURNE RD, LEOPARDSTOWN VALLEY, FOXROCK DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
18/05/2018,560000,"6 BALALLY AVE, DUNDRUM, DUBLIN 14, Dublin 16",Dublin,Leinster,Ireland
18/05/2018,291000,"80 LYMEWOOD MEWS, SANTRY, DUBLIN 9, Dublin 9",Dublin,Leinster,Ireland
17/05/2018,360000,"213 TUSKAR ROCK, CUSTOM HOUSE HARBOUR, DUBLIN 1, Dublin 1",Dublin,Leinster,Ireland
17/05/2018,235000,"58 ABBERLEY APTS, ABBERLEY SQ, HIGH ST DUBLIN 24, Dublin 24",Dublin,Leinster,Ireland
16/05/2018,270000,"1 DE SELBY GREEN, BLESSINGTON ROAD, TALLAGHT, Dublin 24",Dublin,Leinster,Ireland
16/05/2018,231500,"10 NEWLANDS MANOR PARK, CLONDALKIN, DUBLIN, Dublin 22",Dublin,Leinster,Ireland
16/05/2018,282000,"39 ARKLOW ST, DUBLIN 7, DUBLIN, Dublin 7",Dublin,Leinster,Ireland
16/05/2018,207048,"74 Oak House, Silverbanks, Baldoyle, Dublin 13",Dublin,Leinster,Ireland
15/05/2018,297500,"41 TURNBERRY SQ, BALDOYLE, DUBLIN 13, Dublin 13",Dublin,Leinster,Ireland
14/05/2018,967250,"23 EMORVILLE AVE, SCR PORTOBELLO DUBLIN 8, DUBLIN, Dublin 8",Dublin,Leinster,Ireland
14/05/2018,162996,"85 Oak House, Silverbanks, The Coast, Dublin 13",Dublin,Leinster,Ireland
11/05/2018,350000,"5 WOODLAWN WAY, COOLOCK LANE, DUBLIN 17, Dublin 17",Dublin,Leinster,Ireland
11/05/2018,342000,"7 RATHMINES TOWN CENTRE, RATHMINES, DUBLIN 6, Dublin 6",Dublin,Leinster,Ireland
11/05/2018,225000,"73 THE RICHMOND, BRUNSWICK ST, DUBLIN, Dublin 7",Dublin,Leinster,Ireland
09/05/2018,341000,"11 MOY GLAS CRESCENT, GRIFFEEN VALLEY, LUCAN",Dublin,Leinster,Ireland
09/05/2018,600000,"379 HOWTH RD, RAHENY, DUBLIN 5, Dublin 5",Dublin,Leinster,Ireland
09/05/2018,251101.32,"Apartment 117 Alder House, Silverbanks The Coast, Baldoyle, Dublin 13",Dublin,Leinster,Ireland
08/05/2018,345000,"6 THE SPINNAKER, THE CRESCENT, ROBSWALL",Dublin,Leinster,Ireland
04/05/2018,570000,"24 VALEVIEW AVE, THE PARK, CABINTEELY DUBLIN 18, Dublin 18",Dublin,Leinster,Ireland
04/05/2018,533039.64,"28 Larkfield Way, Clay Farm, Leopardstown",Dublin,Leinster,Ireland
04/05/2018,221000,"47 RAVENSWOOD RISE, CASTAHEANY, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
04/05/2018,1600000,"SHIELMARTIN COTTAGE, BAILY, DUBLIN, Dublin 13",Dublin,Leinster,Ireland
02/05/2018,327753.29,"35 Rathmill Green, Rathmill Manor, Rathcoole",Dublin,Leinster,Ireland
01/05/2018,610000,"153 TRIMBLESTON, GOATSTOWN RD, DUBLIN 14, Dublin 14",Dublin,Leinster,Ireland
01/05/2018,205000,"80 CHERRYWOOD PARK, CLONDALKIN, DUBLIN 22, Dublin 22",Dublin,Leinster,Ireland
26/04/2018,266500,"15 HOLYWELL GREEN, FELTRIM, SWORDS",Dublin,Leinster,Ireland
25/04/2018,682819,"1 Orwell Place Marianella, Orwell Road, Rathgar, Dublin 6",Dublin,Leinster,Ireland
24/04/2018,682819,"12 Killart, Clonkeen Road, Cabinteely, Dublin 18",Dublin,Leinster,Ireland
19/04/2018,305000,"15 THORMANBY COURT, THORMANBY RD, HOWTH, Dublin 13",Dublin,Leinster,Ireland
18/04/2018,84000,"2 BELGARD GREEN, FORTUNESTOWN, TALLAGHT, Dublin 24",Dublin,Leinster,Ireland
10/04/2018,301229.18,"54 The Avenue, Belltree, Clongriffin, Dublin 13",Dublin,Leinster,Ireland
29/03/2018,200000,"3 BELCAMP GREEN, DUBLIN 17, DUBLIN, Dublin 17",Dublin,Leinster,Ireland
22/05/2018,333000,"186 CASTLEFORBES SQ BLOCK D, CASTLEFORBES RD, DUBLIN 1, Dublin 1",Dublin,Leinster,Ireland
22/05/2018,420000,"20 SCARLET ROW, TEMPLE BAR, DUBLIN 2, Dublin 8",Dublin,Leinster,Ireland
21/05/2018,848898,"12 Norabrook, Howth Road",Dublin,Leinster,Ireland
21/05/2018,273127.75,"2 Cuil Duin Walk, Cuil Duin, Citywest",Dublin,Leinster,Ireland
21/05/2018,212500,"2 WILLBROOK PARK, RATHFARNHAM, DUBLIN, Dublin 14",Dublin,Leinster,Ireland
21/05/2018,295154,"22 Park View, Hansfield Wood, Hansfield, Dublin 15",Dublin,Leinster,Ireland
21/05/2018,471565,"23 O CAROLAN RD, THE TENTERS, DUBLIN 8, Dublin 8",Dublin,Leinster,Ireland
21/05/2018,350000,"25 GRANGE PARK GROVE, RAHENY, DUBLIN 5",Dublin,Leinster,Ireland
21/05/2018,600000,"34 HOLLYBROOK GROVE, CLONTARF, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
21/05/2018,245000,"37 RAHEEN DR, BALLYFERMOTT, DUBLIN 10, Dublin 10",Dublin,Leinster,Ireland
21/05/2018,295154.18,"46 Hamilton Hill, Barnageeragh Cove, Skerries",Dublin,Leinster,Ireland
21/05/2018,705000,"47 KINCORA GROVE, CLONTARF, DUBLIN 3, Dublin 3",Dublin,Leinster,Ireland
21/05/2018,299000,"51 ASHFIELD GARDENS, MULHUDDART, DUBLIN 15, Dublin 15",Dublin,Leinster,Ireland
21/05/2018,200000,"9 RIDGEWOOD CLOSE, SWORDS, DUBLIN",Dublin,Leinster,Ireland
21/05/2018,487000,"91 CHALEMONT, GRIFFITH AVE, MARINO, Dublin 9",Dublin,Leinster,Ireland
18/05/2018,422907,"24 The Walk, Carrickmines Green, Glenamuck Road, Dublin 18",Dublin,Leinster,Ireland
18/05/2018,312775.33,"27 Park Terrace North, Belltree, Clongriffin, Dublin 13",Dublin,Leinster,Ireland
18/05/2018,410000,"48 HILLCREST WALK, LUCAN, DUBLIN",Dublin,Leinster,Ireland
18/05/2018,230000,"5 MILLRACE GARDENS, SAGGART, DUBLIN, Dublin 24",Dublin,Leinster,Ireland
18/05/2018,207000,"70 KIPPURE PARK FINGLAS SOUTH, DUBLIN 11, DUBLIN, Dublin 11",Dublin,Leinster,Ireland
18/05/2018,175000,"82 CARNEGIE COURT, NORTH ST, SWORDS",Dublin,Leinster,Ireland
18/05/2018,305000,"84 ALPINE RISE, BELGARD HEIGHTS, TALLAGHT DUBLIN 24, Dublin 24",Dublin,Leinster,Ireland
17/05/2018,430000,"10 SHEAS COURT, SHEAS LANE, MANOR ST, Dublin 7",Dublin,Leinster,Ireland
17/05/2018,255000,"22 BOULEVARD, TYRELLSTOWN, MULHUDDART, Dublin 15",Dublin,Leinster,Ireland
17/05/2018,713656,"41 Terenure Gate, Terenure Road West, Terenure, Dublin 6w",Dublin,Leinster,Ireland
17/05/2018,453744.49,"55 Ardilea Crescent, Heidelberg, Ardilea, Dublin 14",Dublin,Leinster,Ireland
16/05/2018,212000,"314 PREMIER SQ, FINGLAS RD, DUBLIN 11, Dublin 11",Dublin,Leinster,Ireland
16/05/2018,192000,"APT 50, MILLPARK, CLONDALKIN DUBLIN 22, Dublin 22",Dublin,Leinster,Ireland
14/05/2018,475000,"22 THE POPLARS, MONKSTOWN VALLEY, MONKSTOWN",Dublin,Leinster,Ireland
14/05/2018,452000,"56 BROADFORD CRESCENT, BALLINTEER, DUBLIN 16, Dublin 16",Dublin,Leinster,Ireland
